     lon        lat  Cref(km/s)   C(km/s)  Cpert(%)
 32.8303  32.971891       4.961  4.961298 -0.006015
 33.0303  32.971891       4.961  4.961895 -0.018044
 33.2303  32.971891       4.961  4.962194 -0.024059
 33.4303  32.971891       4.961  4.963686 -0.054133
 33.6303  32.971891       4.961  4.965774 -0.096236
 33.8303  32.971891       4.961  4.967863 -0.138339
 34.0303  32.971891       4.961  4.969355 -0.168413
 34.2303  32.971891       4.961  4.970847 -0.198487
 34.4303  32.971891       4.961  4.974129 -0.264649
 34.6303  32.971891       4.961  4.976516 -0.312768
 34.8303  32.971891       4.961  4.977113 -0.324797
 35.0303  32.971891       4.961  4.976815 -0.318782
 35.2303  32.971891       4.961  4.975920 -0.300738
 35.4303  32.971891       4.961  4.975323 -0.288708
 35.6303  32.971891       4.961  4.974726 -0.276679
 35.8303  32.971891       4.961  4.973234 -0.246605
 36.0303  32.971891       4.961  4.971145 -0.204502
 36.2303  32.971891       4.961  4.971444 -0.210517
 29.4303  33.171891       4.961  4.961000  0.000000
 29.6303  33.171891       4.961  4.961000  0.000000
 29.8303  33.171891       4.961  4.961000  0.000000
 30.0303  33.171891       4.961  4.961000  0.000000
 30.2303  33.171891       4.961  4.961000  0.000000
 30.4303  33.171891       4.961  4.961000  0.000000
 30.6303  33.171891       4.961  4.960702  0.006015
 30.8303  33.171891       4.961  4.960702  0.006015
 31.0303  33.171891       4.961  4.960702  0.006015
 31.2303  33.171891       4.961  4.960702  0.006015
 31.4303  33.171891       4.961  4.960702  0.006015
 31.6303  33.171891       4.961  4.960403  0.012030
 31.8303  33.171891       4.961  4.960403  0.012030
 32.0303  33.171891       4.961  4.960403  0.012030
 32.2303  33.171891       4.961  4.960403  0.012030
 32.4303  33.171891       4.961  4.960702  0.006015
 32.6303  33.171891       4.961  4.961000  0.000000
 32.8303  33.171891       4.961  4.961895 -0.018044
 33.0303  33.171891       4.961  4.962194 -0.024059
 33.2303  33.171891       4.961  4.963089 -0.042103
 33.4303  33.171891       4.961  4.965476 -0.090221
 33.6303  33.171891       4.961  4.968161 -0.144354
 33.8303  33.171891       4.961  4.969952 -0.180443
 34.0303  33.171891       4.961  4.972339 -0.228561
 34.2303  33.171891       4.961  4.975323 -0.288708
 34.4303  33.171891       4.961  4.979202 -0.366900
 34.6303  33.171891       4.961  4.980694 -0.396974
 34.8303  33.171891       4.961  4.981887 -0.421033
 35.0303  33.171891       4.961  4.982186 -0.427048
 35.2303  33.171891       4.961  4.981291 -0.409004
 35.4303  33.171891       4.961  4.979799 -0.378930
 35.6303  33.171891       4.961  4.977412 -0.330812
 35.8303  33.171891       4.961  4.975920 -0.300738
 36.0303  33.171891       4.961  4.974129 -0.264649
 36.2303  33.171891       4.961  4.973532 -0.252620
 36.4303  33.171891       4.961  4.973532 -0.252620
 25.6303  33.371891       4.961  4.961000  0.000000
 25.8303  33.371891       4.961  4.961000  0.000000
 26.0303  33.371891       4.961  4.961000  0.000000
 26.2303  33.371891       4.961  4.961000  0.000000
 26.4303  33.371891       4.961  4.961000  0.000000
 26.6303  33.371891       4.961  4.961000  0.000000
 26.8303  33.371891       4.961  4.961000  0.000000
 27.0303  33.371891       4.961  4.961298 -0.006015
 27.2303  33.371891       4.961  4.961298 -0.006015
 27.4303  33.371891       4.961  4.961298 -0.006015
 27.6303  33.371891       4.961  4.961298 -0.006015
 27.8303  33.371891       4.961  4.961298 -0.006015
 28.0303  33.371891       4.961  4.961298 -0.006015
 28.2303  33.371891       4.961  4.961298 -0.006015
 29.0303  33.371891       4.961  4.961298 -0.006015
 29.2303  33.371891       4.961  4.961298 -0.006015
 29.4303  33.371891       4.961  4.961298 -0.006015
 29.6303  33.371891       4.961  4.961000  0.000000
 29.8303  33.371891       4.961  4.961000  0.000000
 30.0303  33.371891       4.961  4.961000  0.000000
 30.2303  33.371891       4.961  4.961000  0.000000
 30.4303  33.371891       4.961  4.961000  0.000000
 30.6303  33.371891       4.961  4.961000  0.000000
 30.8303  33.371891       4.961  4.960702  0.006015
 31.0303  33.371891       4.961  4.960702  0.006015
 31.2303  33.371891       4.961  4.960702  0.006015
 31.4303  33.371891       4.961  4.960702  0.006015
 31.6303  33.371891       4.961  4.960403  0.012030
 31.8303  33.371891       4.961  4.960403  0.012030
 32.0303  33.371891       4.961  4.960403  0.012030
 32.2303  33.371891       4.961  4.960403  0.012030
 32.4303  33.371891       4.961  4.961000  0.000000
 32.6303  33.371891       4.961  4.962194 -0.024059
 32.8303  33.371891       4.961  4.963387 -0.048118
